2025-10-31 19:02:37,367 - auth_scanner - INFO - Logging initialized. Scan log: c:\Users\vishal\Desktop\WEBSCAN_PRO\projects\auth_session\logs\scan_run_20251031_190237.log
2025-10-31 19:02:37,368 - auth_scanner - INFO - Raw events log: c:\Users\vishal\Desktop\WEBSCAN_PRO\projects\auth_session\logs\raw_login_events_20251031_190237.log
2025-10-31 19:02:37,368 - auth_scanner - INFO - Starting authentication scan for Dataset 1 generation...
2025-10-31 19:02:37,372 - auth_scanner - INFO - Loaded attack patterns from c:\Users\vishal\Desktop\WEBSCAN_PRO\projects\auth_session\data\attack_patterns.csv
2025-10-31 19:02:37,373 - auth_scanner - INFO - Columns found: ['pattern_id', 'description', 'attempt_rate', 'distributed_flag', 'notes']
2025-10-31 19:02:37,378 - auth_scanner - INFO - Generating normal traffic...
2025-10-31 19:02:37,378 - auth_scanner - INFO - Generating normal user traffic...
2025-10-31T19:02:37.380249 - {'timestamp': datetime.datetime(2025, 10, 31, 17, 28, 18, 154558), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '192.168.1.151', 'auth_result': 'failure', 'session_id': 'norm_sess_1226', 'user_agent': 'Browser_1', 'session_duration': 1150, 'response_time': 1.1775216507064334, 'request_size': 70, 'response_size': 1663, 'attempt_count_for_username': 2, 'attempt_count_from_ip': 3, 'time_since_last_attempt': 746, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 0, 'is_anomalous': 0, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.454717 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 58, 35, 401610), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_2705', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 36, 'response_time': 1.479306026844379, 'request_size': 72, 'response_size': 1230, 'attempt_count_for_username': 85, 'attempt_count_from_ip': 85, 'time_since_last_attempt': 54, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.456049 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 1, 13, 282293), 'username': 'user_3', 'user_id': 'usr09', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_4038', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 4977, 'response_time': 1.0231285544950948, 'request_size': 70, 'response_size': 1042, 'attempt_count_for_username': 86, 'attempt_count_from_ip': 86, 'time_since_last_attempt': 29, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.456049 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 55, 11, 937920), 'username': 'user_3', 'user_id': 'usr08', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': '', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.12532390717662228, 'request_size': 70, 'response_size': 1501, 'attempt_count_for_username': 87, 'attempt_count_from_ip': 87, 'time_since_last_attempt': 51, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.457062 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 39, 28, 968186), 'username': 'user_3', 'user_id': 'usr16', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_8668', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 54, 'response_time': 1.859766971759513, 'request_size': 69, 'response_size': 824, 'attempt_count_for_username': 88, 'attempt_count_from_ip': 88, 'time_since_last_attempt': 53, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.457062 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 44, 20, 41079), 'username': 'user_3', 'user_id': 'usr17', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_4655', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 4120, 'response_time': 1.8156053274746393, 'request_size': 71, 'response_size': 1076, 'attempt_count_for_username': 89, 'attempt_count_from_ip': 89, 'time_since_last_attempt': 40, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.458060 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 1, 9, 282293), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': '', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 1.4457697713732005, 'request_size': 67, 'response_size': 1630, 'attempt_count_for_username': 90, 'attempt_count_from_ip': 90, 'time_since_last_attempt': 43, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.458060 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 59, 28, 391350), 'username': 'user_3', 'user_id': 'usr16', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_2765', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.7063877202162943, 'request_size': 66, 'response_size': 980, 'attempt_count_for_username': 91, 'attempt_count_from_ip': 91, 'time_since_last_attempt': 46, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.459569 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 1, 7, 282293), 'username': 'user_3', 'user_id': 'usr18', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_2533', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 1183, 'response_time': 1.4156051999365953, 'request_size': 68, 'response_size': 1225, 'attempt_count_for_username': 92, 'attempt_count_from_ip': 92, 'time_since_last_attempt': 12, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.460105 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 1, 6, 282293), 'username': 'user_3', 'user_id': 'usr02', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': '', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 37, 'response_time': 0.22425700173493401, 'request_size': 66, 'response_size': 1812, 'attempt_count_for_username': 93, 'attempt_count_from_ip': 93, 'time_since_last_attempt': 23, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.460105 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 1, 5, 282293), 'username': 'user_3', 'user_id': 'usr12', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_5624', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 1969, 'response_time': 1.9730822490636495, 'request_size': 70, 'response_size': 1126, 'attempt_count_for_username': 94, 'attempt_count_from_ip': 94, 'time_since_last_attempt': 38, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.461236 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 52, 21, 292287), 'username': 'user_3', 'user_id': 'usr02', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_4748', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 4940, 'response_time': 1.2774423331037703, 'request_size': 65, 'response_size': 1261, 'attempt_count_for_username': 95, 'attempt_count_from_ip': 95, 'time_since_last_attempt': 42, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.461742 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 57, 171848), 'username': 'user_3', 'user_id': 'usr09', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_6213', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 2698, 'response_time': 1.4878676756997844, 'request_size': 68, 'response_size': 1356, 'attempt_count_for_username': 96, 'attempt_count_from_ip': 96, 'time_since_last_attempt': 54, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.462751 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 1, 2, 282293), 'username': 'user_3', 'user_id': 'usr14', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_6741', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 1.2533135315060426, 'request_size': 67, 'response_size': 1051, 'attempt_count_for_username': 97, 'attempt_count_from_ip': 97, 'time_since_last_attempt': 16, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.462751 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 35, 26, 223826), 'username': 'user_3', 'user_id': 'usr18', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_9120', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 2, 'response_time': 1.299947770501776, 'request_size': 72, 'response_size': 1285, 'attempt_count_for_username': 98, 'attempt_count_from_ip': 98, 'time_since_last_attempt': 22, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.462751 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 1, 0, 282293), 'username': 'user_3', 'user_id': 'usr11', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_2257', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 2705, 'response_time': 0.6449735202515909, 'request_size': 68, 'response_size': 1468, 'attempt_count_for_username': 99, 'attempt_count_from_ip': 99, 'time_since_last_attempt': 51, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.464194 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 59, 282293), 'username': 'user_3', 'user_id': 'usr18', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_9101', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 83, 'response_time': 1.5467420149201456, 'request_size': 67, 'response_size': 831, 'attempt_count_for_username': 100, 'attempt_count_from_ip': 100, 'time_since_last_attempt': 8, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.465205 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 57, 55, 730758), 'username': 'user_3', 'user_id': 'usr01', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_1062', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 1.2090598343246715, 'request_size': 69, 'response_size': 1582, 'attempt_count_for_username': 101, 'attempt_count_from_ip': 101, 'time_since_last_attempt': 59, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.465205 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 57, 282293), 'username': 'user_3', 'user_id': 'usr05', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_6572', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.8982770258269139, 'request_size': 68, 'response_size': 1140, 'attempt_count_for_username': 102, 'attempt_count_from_ip': 102, 'time_since_last_attempt': 31, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.466222 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 56, 282293), 'username': 'user_3', 'user_id': 'usr01', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_8690', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.42099770684256776, 'request_size': 73, 'response_size': 1317, 'attempt_count_for_username': 103, 'attempt_count_from_ip': 103, 'time_since_last_attempt': 54, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.466732 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 55, 282293), 'username': 'user_3', 'user_id': 'usr15', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_5783', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 1424, 'response_time': 0.5814028764078305, 'request_size': 74, 'response_size': 1585, 'attempt_count_for_username': 104, 'attempt_count_from_ip': 104, 'time_since_last_attempt': 43, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.466732 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 54, 282293), 'username': 'user_3', 'user_id': 'usr12', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_3564', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 3828, 'response_time': 0.4093063522000918, 'request_size': 69, 'response_size': 950, 'attempt_count_for_username': 105, 'attempt_count_from_ip': 105, 'time_since_last_attempt': 16, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.467746 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 51, 11, 872662), 'username': 'user_3', 'user_id': 'usr15', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': '', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 3784, 'response_time': 1.1344796150233718, 'request_size': 71, 'response_size': 1081, 'attempt_count_for_username': 106, 'attempt_count_from_ip': 106, 'time_since_last_attempt': 30, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.467746 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 55, 9, 519916), 'username': 'user_3', 'user_id': 'usr04', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': '', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.241773068778455, 'request_size': 73, 'response_size': 1343, 'attempt_count_for_username': 107, 'attempt_count_from_ip': 107, 'time_since_last_attempt': 40, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.469252 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 51, 30, 370937), 'username': 'user_3', 'user_id': 'usr10', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': '', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 57, 'response_time': 0.18597063237442474, 'request_size': 73, 'response_size': 1911, 'attempt_count_for_username': 108, 'attempt_count_from_ip': 108, 'time_since_last_attempt': 27, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.469252 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 50, 282293), 'username': 'user_3', 'user_id': 'usr17', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_3454', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 2049, 'response_time': 1.5094178969391596, 'request_size': 74, 'response_size': 1679, 'attempt_count_for_username': 109, 'attempt_count_from_ip': 109, 'time_since_last_attempt': 57, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.470774 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 49, 282293), 'username': 'user_3', 'user_id': 'usr01', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_3164', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.36693109218644837, 'request_size': 74, 'response_size': 893, 'attempt_count_for_username': 110, 'attempt_count_from_ip': 110, 'time_since_last_attempt': 28, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.470774 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 48, 282293), 'username': 'user_3', 'user_id': 'usr07', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': '', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 389, 'response_time': 0.9786792530477022, 'request_size': 67, 'response_size': 1874, 'attempt_count_for_username': 111, 'attempt_count_from_ip': 111, 'time_since_last_attempt': 1, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.471781 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 50, 59, 741318), 'username': 'user_3', 'user_id': 'usr14', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_7285', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 1222, 'response_time': 0.45874392202064773, 'request_size': 70, 'response_size': 1937, 'attempt_count_for_username': 112, 'attempt_count_from_ip': 112, 'time_since_last_attempt': 8, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.471781 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 46, 282293), 'username': 'user_3', 'user_id': 'usr03', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_3737', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 2243, 'response_time': 0.2857709033846158, 'request_size': 69, 'response_size': 1742, 'attempt_count_for_username': 113, 'attempt_count_from_ip': 113, 'time_since_last_attempt': 41, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.472781 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 42, 24, 411690), 'username': 'user_3', 'user_id': 'usr07', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_2151', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 1.7374653242994846, 'request_size': 67, 'response_size': 1927, 'attempt_count_for_username': 114, 'attempt_count_from_ip': 114, 'time_since_last_attempt': 21, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.472781 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 44, 282293), 'username': 'user_3', 'user_id': 'usr07', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': '', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 1085, 'response_time': 1.4622784697476126, 'request_size': 67, 'response_size': 1744, 'attempt_count_for_username': 115, 'attempt_count_from_ip': 115, 'time_since_last_attempt': 55, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.473794 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 43, 282293), 'username': 'user_3', 'user_id': 'usr18', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_5672', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.8137625844534065, 'request_size': 67, 'response_size': 1981, 'attempt_count_for_username': 116, 'attempt_count_from_ip': 116, 'time_since_last_attempt': 50, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.473794 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 42, 282293), 'username': 'user_3', 'user_id': 'usr12', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_9099', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 46, 'response_time': 1.9841727067062713, 'request_size': 68, 'response_size': 1209, 'attempt_count_for_username': 117, 'attempt_count_from_ip': 117, 'time_since_last_attempt': 31, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.474781 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 41, 282293), 'username': 'user_3', 'user_id': 'usr14', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_5328', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.7947326557479462, 'request_size': 69, 'response_size': 1777, 'attempt_count_for_username': 118, 'attempt_count_from_ip': 118, 'time_since_last_attempt': 51, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.475787 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 55, 53, 725746), 'username': 'user_3', 'user_id': 'usr16', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': '', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 4239, 'response_time': 1.1227049829779931, 'request_size': 67, 'response_size': 1040, 'attempt_count_for_username': 119, 'attempt_count_from_ip': 119, 'time_since_last_attempt': 20, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.475787 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 39, 282293), 'username': 'user_3', 'user_id': 'usr04', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': '', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 3214, 'response_time': 1.0176097300360303, 'request_size': 65, 'response_size': 1327, 'attempt_count_for_username': 120, 'attempt_count_from_ip': 120, 'time_since_last_attempt': 12, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.476792 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 39, 26, 781800), 'username': 'user_3', 'user_id': 'usr13', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': '', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 518, 'response_time': 0.6291110725514482, 'request_size': 71, 'response_size': 1028, 'attempt_count_for_username': 121, 'attempt_count_from_ip': 121, 'time_since_last_attempt': 8, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
2025-10-31T19:02:38.477299 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 37, 282293), 'username': 'user_3', 'user_id': 'usr17', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_3767', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 0.8443521542119035, 'request_size': 66, 'response_size': 1951, 'attempt_count_for_username': 122, 'attempt_count_from_ip': 122, 'time_since_last_attempt': 50, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.477299 - {'timestamp': datetime.datetime(2025, 10, 31, 18, 14, 24, 498781), 'username': 'user_3', 'user_id': 'usr07', 'ip_address': '10.0.1.1', 'auth_result': 'failure', 'session_id': 'sess_8867', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36', 'session_duration': 0, 'response_time': 1.3635462179449689, 'request_size': 73, 'response_size': 1768, 'attempt_count_for_username': 123, 'attempt_count_from_ip': 123, 'time_since_last_attempt': 21, 'session_reused_flag': 0, 'password_correct_flag': 0, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': 'bad_password'}
2025-10-31T19:02:38.478308 - {'timestamp': datetime.datetime(2025, 10, 31, 19, 0, 35, 282293), 'username': 'user_3', 'user_id': 'usr06', 'ip_address': '10.0.1.1', 'auth_result': 'success', 'session_id': 'sess_2059', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36', 'session_duration': 1209, 'response_time': 0.20648224632254958, 'request_size': 73, 'response_size': 898, 'attempt_count_for_username': 124, 'attempt_count_from_ip': 124, 'time_since_last_attempt': 1, 'session_reused_flag': 0, 'password_correct_flag': 1, 'is_bruteforce_candidate': 1, 'is_anomalous': 1, 'failure_reason': ''}
